A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/3.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/3.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Guangzhou,PM2.5,2013-01-10 00:00,2013,1,10,0,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 01:00,2013,1,10,1,72,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 02:00,2013,1,10,2,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 03:00,2013,1,10,3,81,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 04:00,2013,1,10,4,77,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 05:00,2013,1,10,5,81,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 06:00,2013,1,10,6,89,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 07:00,2013,1,10,7,89,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 08:00,2013,1,10,8,84,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 09:00,2013,1,10,9,90,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 10:00,2013,1,10,10,100,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 11:00,2013,1,10,11,100,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 12:00,2013,1,10,12,95,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 13:00,2013,1,10,13,111,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 14:00,2013,1,10,14,95,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 15:00,2013,1,10,15,96,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 16:00,2013,1,10,16,94,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 17:00,2013,1,10,17,98,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 18:00,2013,1,10,18,101,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 19:00,2013,1,10,19,106,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 20:00,2013,1,10,20,102,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 21:00,2013,1,10,21,111,µg/m³,1 Hr,Valid
