A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/2.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/2.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Chengdu,PM2.5,2012-01-01 00:00,2012,1,1,0,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 01:00,2012,1,1,1,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 02:00,2012,1,1,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 03:00,2012,1,1,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 04:00,2012,1,1,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 05:00,2012,1,1,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 06:00,2012,1,1,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 07:00,2012,1,1,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 08:00,2012,1,1,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 09:00,2012,1,1,9,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 10:00,2012,1,1,10,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 11:00,2012,1,1,11,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 12:00,2012,1,1,12,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 13:00,2012,1,1,13,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 14:00,2012,1,1,14,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 15:00,2012,1,1,15,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 16:00,2012,1,1,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 17:00,2012,1,1,17,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 18:00,2012,1,1,18,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 19:00,2012,1,1,19,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 20:00,2012,1,1,20,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 21:00,2012,1,1,21,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 22:00,2012,1,1,22,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-01 23:00,2012,1,1,23,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 00:00,2012,1,2,0,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 01:00,2012,1,2,1,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 02:00,2012,1,2,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 03:00,2012,1,2,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 04:00,2012,1,2,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 05:00,2012,1,2,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 06:00,2012,1,2,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 07:00,2012,1,2,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 08:00,2012,1,2,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 09:00,2012,1,2,9,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 10:00,2012,1,2,10,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 11:00,2012,1,2,11,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 12:00,2012,1,2,12,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 13:00,2012,1,2,13,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 14:00,2012,1,2,14,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 15:00,2012,1,2,15,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 16:00,2012,1,2,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 17:00,2012,1,2,17,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 18:00,2012,1,2,18,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 19:00,2012,1,2,19,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 20:00,2012,1,2,20,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 21:00,2012,1,2,21,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 22:00,2012,1,2,22,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-02 23:00,2012,1,2,23,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 00:00,2012,1,3,0,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 01:00,2012,1,3,1,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 02:00,2012,1,3,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 03:00,2012,1,3,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 04:00,2012,1,3,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 05:00,2012,1,3,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 06:00,2012,1,3,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 07:00,2012,1,3,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 08:00,2012,1,3,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 09:00,2012,1,3,9,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 10:00,2012,1,3,10,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 11:00,2012,1,3,11,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 12:00,2012,1,3,12,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 13:00,2012,1,3,13,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 14:00,2012,1,3,14,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 15:00,2012,1,3,15,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 16:00,2012,1,3,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 17:00,2012,1,3,17,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 18:00,2012,1,3,18,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 19:00,2012,1,3,19,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 20:00,2012,1,3,20,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 21:00,2012,1,3,21,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 22:00,2012,1,3,22,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-03 23:00,2012,1,3,23,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 00:00,2012,1,4,0,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 01:00,2012,1,4,1,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 02:00,2012,1,4,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 03:00,2012,1,4,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 04:00,2012,1,4,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 05:00,2012,1,4,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 06:00,2012,1,4,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 07:00,2012,1,4,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 08:00,2012,1,4,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 09:00,2012,1,4,9,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 10:00,2012,1,4,10,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 11:00,2012,1,4,11,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 12:00,2012,1,4,12,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 13:00,2012,1,4,13,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 14:00,2012,1,4,14,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 15:00,2012,1,4,15,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 16:00,2012,1,4,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 17:00,2012,1,4,17,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 18:00,2012,1,4,18,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 19:00,2012,1,4,19,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 20:00,2012,1,4,20,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 21:00,2012,1,4,21,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 22:00,2012,1,4,22,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-04 23:00,2012,1,4,23,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 00:00,2012,1,5,0,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 01:00,2012,1,5,1,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 02:00,2012,1,5,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 03:00,2012,1,5,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 04:00,2012,1,5,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 05:00,2012,1,5,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 06:00,2012,1,5,6,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 07:00,2012,1,5,7,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 08:00,2012,1,5,8,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 09:00,2012,1,5,9,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 10:00,2012,1,5,10,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 11:00,2012,1,5,11,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 12:00,2012,1,5,12,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 13:00,2012,1,5,13,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 14:00,2012,1,5,14,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 15:00,2012,1,5,15,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 16:00,2012,1,5,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 17:00,2012,1,5,17,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 18:00,2012,1,5,18,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 19:00,2012,1,5,19,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 20:00,2012,1,5,20,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 21:00,2012,1,5,21,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 22:00,2012,1,5,22,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-05 23:00,2012,1,5,23,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 00:00,2012,1,6,0,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 01:00,2012,1,6,1,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 02:00,2012,1,6,2,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 03:00,2012,1,6,3,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 04:00,2012,1,6,4,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 05:00,2012,1,6,5,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,2012-01-06 06:00,2012,1,6,6,-999,µg/m³,1 Hr,Missing
